No ;Muestra;Garantía;Estado actual SAP;Cobertura;Nombre producto ;Intermediario ;TPID Deudor;ID Deudor;Nombre Deudor; Valor desembolso Anexo 5 ;AUDITOR; SALDO DE CREDITO ; SALDO GARANTIZADO ;FECHA DE CORTE DEL SALDO;FECHA INICIO DE MORA;Clasificación Motivo de anulación (Incumplimiento);Fecha de anulacion;Reactivación;Ciudad
260;Inspeccion a demanda;6356888;Anulada;90;EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%;BANCO DE BOGOTA;NIT;9000607428;G M P  INGENIEROS E U;$ 102.920.000;Iveth Roa;$ 102.889.865;$ 92.600.879;30/06/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
261;Inspeccion a demanda;6412654;Anulada;80;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;FINAKTIVA;NIT;9005185999;GOOD PRICE CORPORATION SAS;$ 400.000.000;Iveth Roa;$ 205.244.254;$ 164.195.403;30/06/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
262;Inspeccion a demanda;6684459;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCOLOMBIA;NIT;9005510062;INDUSTRIAS CARNICAS DE COLOMB;$ 146.172.000;Iveth Roa;$ 36.543.000;$ 18.271.500;30/06/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
263;Inspeccion a demanda;6860111;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DAVIVIENDA;NIT;9002737493;COOPERATIVA ANTIOQUENA CAFETER;$ 600.000.000;Iveth Roa;$ 50.769.234;$ 25.384.617;30/06/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
264;Inspeccion a demanda;6905764;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCOLOMBIA;NIT;9005510062;INDUSTRIAS CARNICAS DE COLOMB;$ 110.000.000;Iveth Roa;$ 50.769.234;$ 25.384.617;30/06/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
265;Inspeccion a demanda;7048880;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DE OCCIDENTE;NIT;8100004501;CONTACTAMOS LTDA;$ 295.000.000;Iveth Roa;$ 245.833.327;$ 122.916.664;13/07/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
266;Inspeccion a demanda;7132295;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DE OCCIDENTE;NIT;9009442106;COMERCIALIZADORA INTERNACIONAL GREE;$ 332.520.848;Iveth Roa;$ 97.159;$ 48.580;31/05/2021;-;Incumplimiento en tamaño del deudor;1/09/2021;NO;No aplica
267;Inspeccion a demanda;7179070;Anulada;90;EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%;BANCOLOMBIA;NIT;8903011601;ASOCIACION DEPORTIVO CALI;$ 1.244.423.928;Iveth Roa;$ 1.239.819.163;$ 1.115.837.247;30/06/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
268;Inspeccion a demanda;7264382;Anulada;30;EMP053 LEASING ALTA COMERCIABILIDAD;BANCO DAVIVIENDA;NIT;8600745782;INACSA SAS;$ 1.138.841.088;Iveth Roa;$ 1.138.841.088;$ 341.652.326;30/06/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
269;Inspeccion a demanda;7326842;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DE OCCIDENTE;NIT;9005510062;INDUSTRIAS CARNICAS DE COLOMB;$ 85.410.679;Iveth Roa;$ 24.001;$ 12.001;13/07/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
270;Inspeccion a demanda;7438548;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DE OCCIDENTE;NIT;9005510062;INDUSTRIAS CARNICAS DE COLOMB;$ 90.715.889;Iveth Roa;$ 25.182;$ 12.591;13/07/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
271;Inspeccion a demanda;7477167;Anulada;80;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BBVA;NIT;8600745782;INACSA SAS;$ 1.000.000.000;Iveth Roa;$ 1.000.000.000;$ 800.000.000;15/07/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
272;Inspeccion a demanda;7491452;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCOLOMBIA;NIT;9005510062;INDUSTRIAS CARNICAS DE COLOMB;$ 432.713.330;Iveth Roa;$ 117.683;$ 58.842;30/06/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
273;Inspeccion a demanda;7738679;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DE OCCIDENTE;NIT;9005510062;INDUSTRIAS CARNICAS DE COLOMB;$ 1.500.000.000;Iveth Roa;$ 1.500.000.000;$ 750.000.000;13/07/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
274;Inspeccion a demanda;7824435;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DE OCCIDENTE;NIT;9005510062;INDUSTRIAS CARNICAS DE COLOMB;$ 53.235.010;Iveth Roa;$ 14.500;$ 7.250;13/07/2021;-;Incumplimiento en tamaño del deudor;28/07/2021;NO;No aplica
275;Inspeccion a demanda;7933203;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCO DE BOGOTA;CC;12966703;ESCOBAR VILLARREAL EDUARDO GAITAN;$ 250.000.000;Iveth Roa;$ 250.000.000;$ 175.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
276;Inspeccion a demanda;7928311;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DE OCCIDENTE;CC;52032383;CAMACHO HERREÑO ARGENIS;$ 200.000.000;Iveth Roa;$ 199.779.049;$ 159.823.239;30/11/2021;-;Incumplimiento en tamaño del deudor;17/11/2021;NO;No aplica
277;Inspeccion a demanda;7927843;Anulada;30;EMP080 GARANTÍA PYME PREFERENTE;ITAU;CC;80733569;SANTOS BUITRAGO DAVID;$ 770.000.000;Iveth Roa;$ 513.333.333;$ 154.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;17/11/2021;NO;No aplica
278;Inspeccion a demanda;7941313;Cancelada - No desembolso;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCO DAVIVIENDA;CC;1052960295;BOTERO GOMEZ JARLINSON GABRIEL;$ 150.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
279;Inspeccion a demanda;7950424;Cancelada - No desembolso;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCO DAVIVIENDA;NIT;8110418771;BLUE MARLIN EU;$ 373.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;7/10/2021;Si;No aplica
280;Inspeccion a demanda;7902892;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCOLOMBIA;NIT;8300304793;CONSTRUCTORA WOARCO LTDA;$ 300.000.000;Iveth Roa;$ 299.952.641;$ 209.966.849;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
281;Inspeccion a demanda;7907189;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DAVIVIENDA;NIT;8301230070;VASQUEZ CARO Y CIA SAS;$ 63.000.000;Iveth Roa;$ 57.749.863;$ 46.199.890;31/01/2022;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
282;Inspeccion a demanda;7922394;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCO DE BOGOTA;NIT;8605303578;TECNOLOGIA PARA VALVULAS DE CONTROL;$ 300.000.000;Iveth Roa;$ 299.999.999;$ 209.999.999;31/01/2022;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
283;Inspeccion a demanda;7974417;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCO DE BOGOTA;NIT;9005051040; DISTRIWILHER S A S;$ 267.762.000;Iveth Roa;$ 243.910.361;$ 195.128.289;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
284;Inspeccion a demanda;7926218;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BBVA;NIT;9005233108;COMERCIALIZADORA CYMA SAS;$ 100.000.000;Iveth Roa;$ 100.000.000;$ 80.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
285;Inspeccion a demanda;7914792;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCO DAVIVIENDA;NIT;9006338694;PROMOTORA CONCAPITAL SAS;$ 200.000.000;Iveth Roa;$ 199.998.371;$ 139.998.860;31/01/2022;-;Incumplimiento en tamaño del deudor;11/05/2022;NO;No aplica
286;Inspeccion a demanda;7909766;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DAVIVIENDA;NIT;9006639107;COMERCIAL MALIBU SAS;$ 8.000.000;Iveth Roa;$ 7.107.551;$ 3.553.776;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
287;Inspeccion a demanda;7941724;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCOOMEVA;NIT;9008693751;CATV NETWORK LATAM SAS;$ 80.000.000;Iveth Roa;$ 75.553.850;$ 60.443.080;31/10/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
288;Inspeccion a demanda;7922585;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DE BOGOTA;NIT;9009499682;GRUPO EMPRESARIAL HORIZONTES S;$ 99.375.000;Iveth Roa;$ 88.333.332;$ 70.666.666;30/11/2022;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
289;Inspeccion a demanda;7973354;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCO DE BOGOTA;NIT;9009866463;ANTIOQUEÑA DE HELADOS;$ 60.000.000;Iveth Roa;$ 60.000.000;$ 42.000.000;30/11/2022;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
290;Inspeccion a demanda;7888233;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BBVA;NIT;9010255330;GRUPO DIMEO SAS;$ 120.000.000;Iveth Roa;$ 106.666.668;$ 85.333.334;30/11/2022;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
291;Inspeccion a demanda;7944711;Anulada;40;EMP054 LEASING BAJA COMERCIABILIDAD;BANCO DE OCCIDENTE;NIT;9005033252;TRACTOCAR LOGISTICS SAS;$ 558.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
292;Inspeccion a demanda;7972170;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCO DE BOGOTA;NIT;9005033252;TRACTOCAR LOGISTICS SAS;$ 360.000.000;Iveth Roa;$ 299.999.999;$ 150.000.000;30/11/2022;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
293;Inspeccion a demanda;7980232;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCO DAVIVIENDA;NIT;9005033252;TRACTOCAR LOGISTICS SAS;$ 1.300.000.000;Iveth Roa;$ 1.299.997.879;$ 909.998.515;30/11/2022;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
294;Inspeccion a demanda;7901514;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DAVIVIENDA;NIT;9005129765;COMERCIALIZADORA IMPOCOR SAS;$ 115.000.000;Iveth Roa;$ 109.899.205;$ 87.919.364;31/01/2022;-;Incumplimiento en tamaño del deudor;11/05/2022;NO;No aplica
295;Inspeccion a demanda;7900741;Cancelada - No desembolso;50;EMP080 GARANTÍA PYME PREFERENTE;BANCOLOMBIA;NIT;9010287561;CONSTRUCCIONES E INGENIERIA DEL CAR;$ 1.500.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
296;Inspeccion a demanda;7901129;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCOLOMBIA;NIT;9010287561;CONSTRUCCIONES E INGENIERIA DEL CAR;$ 1.500.000.000;Iveth Roa;$ 1.500.000.000;$ 750.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
297;Inspeccion a demanda;7940479;Extinguida - Saldada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCOLOMBIA;CC;70955081;ZULUAGA GIRALDO DIEGO HERNAN;$ 100.000.000;Iveth Roa;$ 83.333.338;$ 66.666.670;31/01/2022;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
298;Inspeccion a demanda;7941512;Cancelada - No desembolso;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCOLOMBIA;CC;70955081;ZULUAGA GIRALDO DIEGO HERNAN;$ 100.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
299;Inspeccion a demanda;7945216;Cancelada - No desembolso;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCOLOMBIA;CC;70955081;ZULUAGA GIRALDO DIEGO HERNAN;$ 100.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;7/10/2021;Si;No aplica
300;Inspeccion a demanda;7937992;Vigente;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO AGRARIO;NIT;8300947818;PRO AIRE LTDA;$ 250.000.000;Iveth Roa;$ 250.000.000;$ 200.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;SI;No aplica
301;Inspeccion a demanda;7938599;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DE BOGOTA;NIT;9007720576;INTEGRA MULTISOLUTIONS SAS;$ 460.000.000;Iveth Roa;$ 408.888.885;$ 327.111.108;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
302;Inspeccion a demanda;7950305;Cancelada - No desembolso;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BBVA;NIT;9009355055;ORGANIZACION JUAN PABLO SAS;$ 100.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;7/10/2021;Si;No aplica
303;Inspeccion a demanda;7951561;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BBVA;NIT;9009355055;ORGANIZACION JUAN PABLO SAS;$ 100.000.000;Iveth Roa;$ 94.999.999;$ 75.999.999;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
304;Inspeccion a demanda;7945841;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BBVA;NIT;9005156614;IMPLAMEQ SAS;$ 771.000.000;Iveth Roa;$ 771.000.000;$ 539.700.000;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
305;Inspeccion a demanda;7945842;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BBVA;NIT;9005156614;IMPLAMEQ SAS;$ 251.000.000;Iveth Roa;$ 251.000.000;$ 175.700.000;30/11/2021;-;Incumplimiento en tamaño del deudor;29/10/2021;NO;No aplica
306;Inspeccion a demanda;7944069;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BBVA;NIT;9005156614;IMPLAMEQ SAS;$ 775.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
307;Inspeccion a demanda;7944070;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BBVA;NIT;9005156614;IMPLAMEQ SAS;$ 289.000.000;Iveth Roa; $ -   ; $ -   ;-;-;Incumplimiento en tamaño del deudor;7/10/2021;NO;No aplica
308;Inspeccion a demanda;8018981;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCO DE BOGOTA;CC;72152484;LOPEZ RESTREPO ANTONIO MARIO;$ 500.000.000;Iveth Roa;$ 500.000.000;$ 350.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
309;Inspeccion a demanda;7944087;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCO DAVIVIENDA;NIT;8300026626;SOLAR GLASS LTDA;$ 20.000.000;Iveth Roa;$ 19.996.564;$ 15.997.251;31/12/2021;-;Incumplimiento en tamaño del deudor;14/01/2022;NO;No aplica
310;Inspeccion a demanda;7980297;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BBVA;NIT;9000189742;TODOEMPAQUES HIDRAULCS EU;$ 50.000.000;Iveth Roa;$ 45.833.334;$ 36.666.667;10/11/2021;-;Incumplimiento en tamaño del deudor;14/01/2022;NO;No aplica
311;Inspeccion a demanda;8017978;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCOLOMBIA;NIT;9003654091;FLOR ES ELEGANCIA INTIMA SAS;$ 136.000.000;Iveth Roa;$ 102.000.001;$ 81.600.001;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
312;Inspeccion a demanda;8004218;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCOLOMBIA;NIT;9004832042; INGENIERIA Y AUTOMATIZACION DE;$ 55.000.000;Iveth Roa;$ 48.888.889;$ 39.111.111;31/12/2021;-;Incumplimiento en tamaño del deudor;14/01/2022;NO;No aplica
313;Inspeccion a demanda;7982625;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCOLOMBIA;NIT;9005540303;GPS GRUPO  PROFESIONAL DE SERVICIOS;$ 200.000.000;Iveth Roa;$ 150.000.000;$ 120.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;14/01/2022;NO;No aplica
314;Inspeccion a demanda;7983008;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCOLOMBIA;NIT;9006109360;COMPAÑIA INDUSTRIAL FERRETERA SAS;$ 110.000.000;Iveth Roa;$ 100.833.315;$ 80.666.652;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
315;Inspeccion a demanda;7944978;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCOLOMBIA;NIT;9006172215; ASF SOLUCIONES S A S;$ 150.000.000;Iveth Roa;$ 149.709.909;$ 104.796.936;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
316;Inspeccion a demanda;8043234;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DE BOGOTA;NIT;9007092797;INGNOVACON SAS;$ 480.000.000;Iveth Roa;$ 480.000.000;$ 384.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
317;Inspeccion a demanda;7909195;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DE BOGOTA;NIT;9007671510;LATAM IFER SAS;$ 500.000.000;Iveth Roa;$ 498.435.067;$ 398.748.054;31/10/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
318;Inspeccion a demanda;7905473;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCOLOMBIA;NIT;9007891031;NUTRINDUSTRIALES SAS;$ 25.200.000;Iveth Roa;$ 22.400.000;$ 17.920.000;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
319;Inspeccion a demanda;7931000;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCOLOMBIA;NIT;9008220381;MACROAMBIENTAL DE OCCIDENTE SAS;$ 200.000.000;Iveth Roa;$ 183.333.334;$ 146.666.667;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
320;Inspeccion a demanda;7946701;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BBVA;CC;94370593;CASTRO LOPEZ JOHN CARLO;$ 350.000.000;Iveth Roa;$ 313.852.858;$ 251.082.286;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
321;Inspeccion a demanda;8018870;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCOLOMBIA;NIT;8305130192; CONCEPTOS DE INGENIERIA S A;$ 500.000.000;Iveth Roa;$ 500.000.000;$ 400.000.000;31/12/2021;-;Incumplimiento en tamaño del deudor;14/01/2022;NO;No aplica
322;Inspeccion a demanda;8002034;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DE BOGOTA;NIT;8903057118;TERMOAROMAS LIMITADA;$ 400.000.000;Iveth Roa;$ 366.666.666;$ 293.333.333;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
323;Inspeccion a demanda;7925978;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DE OCCIDENTE;NIT;9001149539;CONSULTORIA DISEÑO Y CONSTRUCCION;$ 230.000.000;Iveth Roa;$ 230.000.000;$ 184.000.000;13/09/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
324;Inspeccion a demanda;8019401;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;CONTACTAR;NIT;9005716035;DIEEZ S A S;$ 300.000.000;Iveth Roa;$ 291.269.721;$ 233.015.777;3/01/2022;-;Incumplimiento en tamaño del deudor;14/01/2022;NO;PASTO
325;Inspeccion a demanda;8038155;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCOOMEVA;CC;92525570;ESCAMILLA SIERRA JOSE SACRAMENTO;$ 150.000.000;Iveth Roa;$ 124.991.989;$ 99.993.591;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
326;Inspeccion a demanda;8038198;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;BANCOOMEVA;CC;92525570;ESCAMILLA SIERRA JOSE SACRAMENTO;$ 100.000.000;Iveth Roa;$ 83.327.994;$ 66.662.395;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
327;Inspeccion a demanda;8024431;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCO DE BOGOTA;NIT;9004436947; TOY PARK SAS;$ 150.000.000;Iveth Roa;$ 149.999.999;$ 104.999.999;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
328;Inspeccion a demanda;8043993;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BANCO DE BOGOTA;NIT;9005869730;BONBONS & ST FRANCIS SAS;$ 123.196.000;Iveth Roa;$ 123.196.000;$ 98.556.800;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
329;Inspeccion a demanda;8008447;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCOLOMBIA;NIT;8300304793;CONSTRUCTORA WOARCO LTDA;$ 300.000.000;Iveth Roa;$ 299.383.083;$ 209.568.158;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
330;Inspeccion a demanda;8079877;Anulada;70;EMP201 UNIDOS POR COLOMBIA PYMES AL 60%;BANCOLOMBIA;NIT;8300304793;CONSTRUCTORA WOARCO LTDA;$ 300.000.000;Iveth Roa;$ 300.000.000;$ 210.000.000;30/11/2021;-;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
331;Inspeccion a demanda;8030753;Anulada;80;EMP223 UNIDOS POR COLOMBIA MICRO AL 80%;BBVA;NIT;9001265316;DESMEDICOS SAS;$ 300.000.000;Iveth Roa;$ 283.333.334;$ 226.666.667;30/11/2021;14/04/2021;Incumplimiento en tamaño del deudor;23/11/2021;NO;No aplica
332;Inspeccion a demanda;7557941;Anulada;50;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO FINANDINA;CC;27502671;OBANDO MARGARITA DEL CARMEN;$ 97.001.380;Iveth Roa;$ 93.012.194;$ 46.506.097;30/06/2021;-;Diferencia tipo de cartera entre los soportes;13/07/2021;NO;No aplica
333;Inspeccion a demanda;5294185;Cancelada - No actualizada en Saldos;40;EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO;BANCO PICHINCHA;NIT;8060062473;BERNARDO OSORIO C Y CIA LTDA;$ 46.000.000;Iveth Roa;$ 30.531.128;$ 12.212.451;31/05/2021;2/01/2022;Consolidacion de pasivos no permitida;No aplica;NO;No aplica
334;Inspeccion a demanda;7397076;Anulada;90;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;FUNDACION COOMEVA;NIT;9003687541;SERVICIOS EDUCATIVOS CRECER SAS;$ 34.400.000;Iveth Roa;$ 11.417.926;$ 10.276.133;31/10/2021;-;Consolidacion de pasivos no permitida;3/11/2021;NO;No aplica
335;Inspeccion a demanda;6294606;Anulada;80;EMP203 UNIDOS POR COLOMBIA TRABINDEPAL 80%;BANCO CAJA SOCIAL;CC;79575127;JAMES EDUARDO RODRIGUEZ LARA;$ 5.999.985;Iveth Roa;$ 5.430.215;$ 4.344.172;31/10/2021;-;Plazo incumplido para el producto;30/12/2021;NO;BOGOTA
336;Inspeccion a demanda;7337754;Anulada;50;EMP080 GARANTÍA PYME PREFERENTE;BANCOLOMBIA;NIT;9000657209;CONSTRUCTORA JEINCO SAS;$ 100.000.000;Iveth Roa;$ 91.666.562;$ 45.833.281;31/01/2022;-;Calificacion no autorizada;26/01/2022;NO;BOGOTA
337;Nóminas;5929944;Extinguida - Saldada;90;EMP202 UNIDOS POR COLOMBIA NOMINAS PYMES AL 90%;BANCOLOMBIA;NIT;9004600624;INGESOL LATINOAMERICA LTDA;$ 40.000.000;Johana Maya;$ 5.000.000;$ 4.500.000;31/01/2022;-;No presenta soporte documental de pago PILA;No se remitio;NO;GIRON
338;10 Muestra;7908549;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 70%;CORPORACIÓN ACTUAR FAMIEMPRESAS;CC;1088348151;VELEZ RIOS KEVIN ANDRES;$ 9.100.000;Dayana Paez;$ 6.112.623;$ 4.890.099;28/02/2022;-;Incumplimiento en tamaño del deudor;28/02/2022;NO;PEREIRA
339;10 Muestra;7897532;Anulada;0.8;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;REFERENCIA SAS;CC;1122133578;RAMOS DELGADO YESID HERNANDO;$ 18.000.000;Natalia Prado;$ 17.569.961;$ 140.560;31/01/2022;23/01/2022;Incumplimiento en tamaño del deudor;3/05/2022;NO;BOGOTA
340;11 Muestra ;8021741;Anulada;0.5;EMP023 MICROCREDITO EMPRESARIAL *;CONFIAR - COOP FINANCIERA;CC;93298980;RODRIGUEZ DIAZ ANDRES;$ 13.344.561;Natalia Prado;$ 10.983.746;$ 54.919;28/02/2022;-;Incumplimiento en tamaño del deudor;3/05/2022;NO;BELLO
341;12 Muestra  ;8066783;Anulada;0.4;EMP103 MICROFINANZAS ESPECIALIZADAS;BANCO DE BOGOTA;CC;96334009;BAUTISTA PULIDO WILSON;$ 2.389.897;Natalia Prado;$ 1.692.651;$ 6.771;28/02/2022;-;Incumplimiento en tamaño del deudor;26/04/2022;NO;FLORENCIA-18
